TIME: 2025-04-11T00:22:53Z | ALT: 29122 ft | SPD: 475 kt | TEMP: -39 C | FUEL: 85.6%
TIME: 2025-04-11T00:22:53Z | ALT: 37623 ft | SPD: 520 kt | TEMP: -34 C | FUEL: 31.7%
TIME: 2025-04-11T00:22:53Z | ALT: 31975 ft | SPD: 452 kt | TEMP: -39 C | FUEL: 66.3%
TIME: 2025-04-11T00:22:53Z | ALT: 33256 ft | SPD: 434 kt | TEMP: -50 C | FUEL: 20.5%
TIME: 2025-04-11T00:22:53Z | ALT: 40185 ft | SPD: 479 kt | TEMP: -53 C | FUEL: 39.4%
TIME: 2025-04-11T00:22:53Z | ALT: 40707 ft | SPD: 481 kt | TEMP: -34 C | FUEL: 34.0%
TIME: 2025-04-11T00:22:53Z | ALT: 32246 ft | SPD: 472 kt | TEMP: -52 C | FUEL: 28.8%
TIME: 2025-04-11T00:22:53Z | ALT: 36399 ft | SPD: 448 kt | TEMP: -33 C | FUEL: 90.0%
TIME: 2025-04-11T00:22:53Z | ALT: 37287 ft | SPD: 517 kt | TEMP: -46 C | FUEL: 58.9%
TIME: 2025-04-11T00:22:53Z | ALT: 40140 ft | SPD: 519 kt | TEMP: -30 C | FUEL: 98.8%
TIME: 2025-04-11T00:22:53Z | ALT: 29885 ft | SPD: 446 kt | TEMP: -53 C | FUEL: 61.9%
TIME: 2025-04-11T00:22:53Z | ALT: 33543 ft | SPD: 482 kt | TEMP: -51 C | FUEL: 25.8%
TIME: 2025-04-11T00:22:53Z | ALT: 38777 ft | SPD: 466 kt | TEMP: -53 C | FUEL: 76.9%
TIME: 2025-04-11T00:22:53Z | ALT: 37134 ft | SPD: 450 kt | TEMP: -39 C | FUEL: 55.5%
TIME: 2025-04-11T00:22:53Z | ALT: 36558 ft | SPD: 493 kt | TEMP: -37 C | FUEL: 99.4%
TIME: 2025-04-11T00:22:53Z | ALT: 33711 ft | SPD: 456 kt | TEMP: -38 C | FUEL: 75.3%
TIME: 2025-04-11T00:22:53Z | ALT: 36561 ft | SPD: 515 kt | TEMP: -43 C | FUEL: 30.7%
TIME: 2025-04-11T00:22:53Z | ALT: 33214 ft | SPD: 443 kt | TEMP: -37 C | FUEL: 68.8%
TIME: 2025-04-11T00:22:53Z | ALT: 38022 ft | SPD: 456 kt | TEMP: -49 C | FUEL: 99.1%
TIME: 2025-04-11T00:22:53Z | ALT: 31731 ft | SPD: 482 kt | TEMP: -47 C | FUEL: 43.2%
TIME: 2025-04-11T00:22:53Z | ALT: 39610 ft | SPD: 459 kt | TEMP: -37 C | FUEL: 93.3%
TIME: 2025-04-11T00:22:53Z | ALT: 30971 ft | SPD: 465 kt | TEMP: -30 C | FUEL: 32.5%
TIME: 2025-04-11T00:22:53Z | ALT: 37065 ft | SPD: 516 kt | TEMP: -38 C | FUEL: 83.3%
TIME: 2025-04-11T00:22:53Z | ALT: 33924 ft | SPD: 461 kt | TEMP: -36 C | FUEL: 83.6%
TIME: 2025-04-11T00:22:53Z | ALT: 38611 ft | SPD: 439 kt | TEMP: -30 C | FUEL: 31.4%
TIME: 2025-04-11T00:22:53Z | ALT: 33356 ft | SPD: 448 kt | TEMP: -40 C | FUEL: 47.3%
TIME: 2025-04-11T00:22:53Z | ALT: 31992 ft | SPD: 467 kt | TEMP: -44 C | FUEL: 43.0%
TIME: 2025-04-11T00:22:53Z | ALT: 36471 ft | SPD: 446 kt | TEMP: -54 C | FUEL: 88.6%
TIME: 2025-04-11T00:22:53Z | ALT: 33076 ft | SPD: 436 kt | TEMP: -37 C | FUEL: 32.0%
TIME: 2025-04-11T00:22:53Z | ALT: 35030 ft | SPD: 516 kt | TEMP: -34 C | FUEL: 92.1%
TIME: 2025-04-11T00:22:53Z | ALT: 35006 ft | SPD: 517 kt | TEMP: -55 C | FUEL: 64.7%
TIME: 2025-04-11T00:22:53Z | ALT: 34557 ft | SPD: 426 kt | TEMP: -42 C | FUEL: 61.6%
TIME: 2025-04-11T00:22:53Z | ALT: 37660 ft | SPD: 449 kt | TEMP: -40 C | FUEL: 95.7%
TIME: 2025-04-11T00:22:53Z | ALT: 39615 ft | SPD: 495 kt | TEMP: -30 C | FUEL: 77.4%
TIME: 2025-04-11T00:22:53Z | ALT: 38625 ft | SPD: 490 kt | TEMP: -49 C | FUEL: 94.6%
TIME: 2025-04-11T00:22:53Z | ALT: 39304 ft | SPD: 443 kt | TEMP: -39 C | FUEL: 23.8%
TIME: 2025-04-11T00:22:53Z | ALT: 33581 ft | SPD: 434 kt | TEMP: -46 C | FUEL: 47.7%
TIME: 2025-04-11T00:22:53Z | ALT: 31522 ft | SPD: 516 kt | TEMP: -37 C | FUEL: 77.3%
TIME: 2025-04-11T00:22:53Z | ALT: 36081 ft | SPD: 421 kt | TEMP: -45 C | FUEL: 79.3%
TIME: 2025-04-11T00:22:53Z | ALT: 39898 ft | SPD: 427 kt | TEMP: -38 C | FUEL: 38.8%
TIME: 2025-04-11T00:22:53Z | ALT: 34872 ft | SPD: 515 kt | TEMP: -55 C | FUEL: 21.1%
TIME: 2025-04-11T00:22:53Z | ALT: 38069 ft | SPD: 499 kt | TEMP: -33 C | FUEL: 35.0%
TIME: 2025-04-11T00:22:53Z | ALT: 40067 ft | SPD: 439 kt | TEMP: -35 C | FUEL: 41.2%
TIME: 2025-04-11T00:22:53Z | ALT: 34268 ft | SPD: 469 kt | TEMP: -43 C | FUEL: 97.1%
TIME: 2025-04-11T00:22:53Z | ALT: 38903 ft | SPD: 434 kt | TEMP: -50 C | FUEL: 34.0%
TIME: 2025-04-11T00:22:53Z | ALT: 33348 ft | SPD: 440 kt | TEMP: -50 C | FUEL: 62.4%
TIME: 2025-04-11T00:22:53Z | ALT: 37961 ft | SPD: 447 kt | TEMP: -50 C | FUEL: 48.2%
TIME: 2025-04-11T00:22:53Z | ALT: 29187 ft | SPD: 458 kt | TEMP: -39 C | FUEL: 41.0%
TIME: 2025-04-11T00:22:53Z | ALT: 35058 ft | SPD: 519 kt | TEMP: -41 C | FUEL: 72.2%
TIME: 2025-04-11T00:22:53Z | ALT: 33259 ft | SPD: 516 kt | TEMP: -54 C | FUEL: 83.8%
TIME: 2025-04-11T00:22:53Z | ALT: 38306 ft | SPD: 425 kt | TEMP: -35 C | FUEL: 60.1%
TIME: 2025-04-11T00:22:53Z | ALT: 29094 ft | SPD: 478 kt | TEMP: -50 C | FUEL: 97.3%
TIME: 2025-04-11T00:22:53Z | ALT: 33358 ft | SPD: 518 kt | TEMP: -32 C | FUEL: 62.3%
TIME: 2025-04-11T00:22:53Z | ALT: 35078 ft | SPD: 473 kt | TEMP: -55 C | FUEL: 58.3%
TIME: 2025-04-11T00:22:53Z | ALT: 39622 ft | SPD: 493 kt | TEMP: -31 C | FUEL: 35.5%
TIME: 2025-04-11T00:22:53Z | ALT: 32903 ft | SPD: 460 kt | TEMP: -37 C | FUEL: 76.7%
TIME: 2025-04-11T00:22:53Z | ALT: 40025 ft | SPD: 498 kt | TEMP: -37 C | FUEL: 62.7%
TIME: 2025-04-11T00:22:53Z | ALT: 38361 ft | SPD: 490 kt | TEMP: -44 C | FUEL: 76.2%
TIME: 2025-04-11T00:22:53Z | ALT: 35880 ft | SPD: 510 kt | TEMP: -30 C | FUEL: 45.2%
TIME: 2025-04-11T00:22:53Z | ALT: 36843 ft | SPD: 519 kt | TEMP: -37 C | FUEL: 87.8%
TIME: 2025-04-11T00:22:53Z | ALT: 32769 ft | SPD: 486 kt | TEMP: -37 C | FUEL: 79.8%
TIME: 2025-04-11T00:22:53Z | ALT: 31046 ft | SPD: 479 kt | TEMP: -39 C | FUEL: 67.4%
TIME: 2025-04-11T00:22:53Z | ALT: 33383 ft | SPD: 481 kt | TEMP: -33 C | FUEL: 45.1%
TIME: 2025-04-11T00:22:53Z | ALT: 33838 ft | SPD: 514 kt | TEMP: -41 C | FUEL: 40.1%
TIME: 2025-04-11T00:22:53Z | ALT: 30583 ft | SPD: 494 kt | TEMP: -53 C | FUEL: 89.3%
TIME: 2025-04-11T00:22:53Z | ALT: 40957 ft | SPD: 489 kt | TEMP: -55 C | FUEL: 79.0%
TIME: 2025-04-11T00:22:53Z | ALT: 34883 ft | SPD: 455 kt | TEMP: -43 C | FUEL: 72.3%
TIME: 2025-04-11T00:22:53Z | ALT: 31499 ft | SPD: 498 kt | TEMP: -48 C | FUEL: 21.0%
TIME: 2025-04-11T00:22:53Z | ALT: 37185 ft | SPD: 444 kt | TEMP: -53 C | FUEL: 85.2%
TIME: 2025-04-11T00:22:53Z | ALT: 36073 ft | SPD: 513 kt | TEMP: -41 C | FUEL: 79.3%
TIME: 2025-04-11T00:22:53Z | ALT: 38509 ft | SPD: 467 kt | TEMP: -30 C | FUEL: 69.6%
TIME: 2025-04-11T00:22:53Z | ALT: 38492 ft | SPD: 442 kt | TEMP: -31 C | FUEL: 57.9%
TIME: 2025-04-11T00:22:53Z | ALT: 30821 ft | SPD: 478 kt | TEMP: -37 C | FUEL: 40.3%
TIME: 2025-04-11T00:22:53Z | ALT: 33012 ft | SPD: 469 kt | TEMP: -33 C | FUEL: 44.3%
TIME: 2025-04-11T00:22:53Z | ALT: 33052 ft | SPD: 468 kt | TEMP: -33 C | FUEL: 68.8%
TIME: 2025-04-11T00:22:53Z | ALT: 38813 ft | SPD: 431 kt | TEMP: -40 C | FUEL: 56.0%
TIME: 2025-04-11T00:22:53Z | ALT: 33766 ft | SPD: 466 kt | TEMP: -48 C | FUEL: 65.7%
TIME: 2025-04-11T00:22:53Z | ALT: 32524 ft | SPD: 466 kt | TEMP: -46 C | FUEL: 37.5%
TIME: 2025-04-11T00:22:53Z | ALT: 39525 ft | SPD: 493 kt | TEMP: -32 C | FUEL: 68.3%
TIME: 2025-04-11T00:22:53Z | ALT: 30549 ft | SPD: 516 kt | TEMP: -45 C | FUEL: 85.3%
TIME: 2025-04-11T00:22:53Z | ALT: 31416 ft | SPD: 517 kt | TEMP: -40 C | FUEL: 23.9%
TIME: 2025-04-11T00:22:53Z | ALT: 39228 ft | SPD: 473 kt | TEMP: -53 C | FUEL: 82.9%
TIME: 2025-04-11T00:22:53Z | ALT: 33883 ft | SPD: 480 kt | TEMP: -31 C | FUEL: 94.0%
TIME: 2025-04-11T00:22:53Z | ALT: 35858 ft | SPD: 429 kt | TEMP: -53 C | FUEL: 75.8%
TIME: 2025-04-11T00:22:53Z | ALT: 36079 ft | SPD: 460 kt | TEMP: -46 C | FUEL: 52.6%
TIME: 2025-04-11T00:22:53Z | ALT: 38054 ft | SPD: 499 kt | TEMP: -30 C | FUEL: 60.3%
TIME: 2025-04-11T00:22:53Z | ALT: 38618 ft | SPD: 443 kt | TEMP: -54 C | FUEL: 30.8%
TIME: 2025-04-11T00:22:53Z | ALT: 39598 ft | SPD: 473 kt | TEMP: -39 C | FUEL: 97.0%
TIME: 2025-04-11T00:22:53Z | ALT: 39099 ft | SPD: 465 kt | TEMP: -43 C | FUEL: 45.7%
TIME: 2025-04-11T00:22:53Z | ALT: 38257 ft | SPD: 488 kt | TEMP: -37 C | FUEL: 66.7%
TIME: 2025-04-11T00:22:53Z | ALT: 32819 ft | SPD: 494 kt | TEMP: -40 C | FUEL: 86.8%
TIME: 2025-04-11T00:22:53Z | ALT: 30263 ft | SPD: 516 kt | TEMP: -30 C | FUEL: 79.3%
TIME: 2025-04-11T00:22:53Z | ALT: 39081 ft | SPD: 509 kt | TEMP: -45 C | FUEL: 68.5%
TIME: 2025-04-11T00:22:53Z | ALT: 32415 ft | SPD: 506 kt | TEMP: -53 C | FUEL: 26.4%
TIME: 2025-04-11T00:22:53Z | ALT: 35738 ft | SPD: 485 kt | TEMP: -41 C | FUEL: 37.2%
TIME: 2025-04-11T00:22:53Z | ALT: 34444 ft | SPD: 460 kt | TEMP: -50 C | FUEL: 28.2%
TIME: 2025-04-11T00:22:53Z | ALT: 40679 ft | SPD: 519 kt | TEMP: -30 C | FUEL: 37.1%
TIME: 2025-04-11T00:22:53Z | ALT: 32654 ft | SPD: 497 kt | TEMP: -34 C | FUEL: 78.1%
TIME: 2025-04-11T00:22:53Z | ALT: 37933 ft | SPD: 447 kt | TEMP: -36 C | FUEL: 95.0%
TIME: 2025-04-11T00:22:53Z | ALT: 40557 ft | SPD: 472 kt | TEMP: -30 C | FUEL: 76.7%
TIME: 2025-04-11T00:22:53Z | ALT: 39247 ft | SPD: 450 kt | TEMP: -53 C | FUEL: 32.0%
TIME: 2025-04-11T00:22:53Z | ALT: 29931 ft | SPD: 432 kt | TEMP: -42 C | FUEL: 89.7%
TIME: 2025-04-11T00:22:53Z | ALT: 35818 ft | SPD: 428 kt | TEMP: -32 C | FUEL: 84.6%
TIME: 2025-04-11T00:22:53Z | ALT: 38173 ft | SPD: 467 kt | TEMP: -37 C | FUEL: 26.6%
TIME: 2025-04-11T00:22:53Z | ALT: 39801 ft | SPD: 434 kt | TEMP: -47 C | FUEL: 71.2%
TIME: 2025-04-11T00:22:53Z | ALT: 38145 ft | SPD: 445 kt | TEMP: -53 C | FUEL: 64.2%
TIME: 2025-04-11T00:22:53Z | ALT: 37838 ft | SPD: 421 kt | TEMP: -42 C | FUEL: 48.8%
TIME: 2025-04-11T00:22:53Z | ALT: 30989 ft | SPD: 456 kt | TEMP: -40 C | FUEL: 44.2%
TIME: 2025-04-11T00:22:53Z | ALT: 32112 ft | SPD: 476 kt | TEMP: -48 C | FUEL: 38.0%
TIME: 2025-04-11T00:22:53Z | ALT: 29675 ft | SPD: 488 kt | TEMP: -48 C | FUEL: 85.7%
TIME: 2025-04-11T00:22:53Z | ALT: 33823 ft | SPD: 434 kt | TEMP: -37 C | FUEL: 31.3%
TIME: 2025-04-11T00:22:53Z | ALT: 30473 ft | SPD: 484 kt | TEMP: -51 C | FUEL: 34.0%
TIME: 2025-04-11T00:22:53Z | ALT: 29398 ft | SPD: 508 kt | TEMP: -49 C | FUEL: 51.2%
TIME: 2025-04-11T00:22:53Z | ALT: 39883 ft | SPD: 460 kt | TEMP: -48 C | FUEL: 49.3%
TIME: 2025-04-11T00:22:53Z | ALT: 29351 ft | SPD: 448 kt | TEMP: -43 C | FUEL: 60.3%
TIME: 2025-04-11T00:22:53Z | ALT: 34647 ft | SPD: 445 kt | TEMP: -44 C | FUEL: 93.0%
TIME: 2025-04-11T00:22:53Z | ALT: 29781 ft | SPD: 502 kt | TEMP: -55 C | FUEL: 57.3%
TIME: 2025-04-11T00:22:53Z | ALT: 36641 ft | SPD: 441 kt | TEMP: -31 C | FUEL: 88.9%
TIME: 2025-04-11T00:22:53Z | ALT: 36497 ft | SPD: 513 kt | TEMP: -43 C | FUEL: 55.4%
TIME: 2025-04-11T00:22:53Z | ALT: 31039 ft | SPD: 506 kt | TEMP: -46 C | FUEL: 29.0%
TIME: 2025-04-11T00:22:53Z | ALT: 33782 ft | SPD: 433 kt | TEMP: -44 C | FUEL: 54.4%
TIME: 2025-04-11T00:22:53Z | ALT: 35423 ft | SPD: 514 kt | TEMP: -45 C | FUEL: 98.2%
TIME: 2025-04-11T00:22:53Z | ALT: 38833 ft | SPD: 432 kt | TEMP: -43 C | FUEL: 61.9%
TIME: 2025-04-11T00:22:53Z | ALT: 39518 ft | SPD: 484 kt | TEMP: -44 C | FUEL: 68.9%
TIME: 2025-04-11T00:22:53Z | ALT: 40089 ft | SPD: 520 kt | TEMP: -52 C | FUEL: 20.9%
TIME: 2025-04-11T00:22:53Z | ALT: 31718 ft | SPD: 478 kt | TEMP: -47 C | FUEL: 70.6%
TIME: 2025-04-11T00:22:53Z | ALT: 40711 ft | SPD: 420 kt | TEMP: -45 C | FUEL: 94.2%
TIME: 2025-04-11T00:22:53Z | ALT: 39886 ft | SPD: 438 kt | TEMP: -36 C | FUEL: 27.9%
TIME: 2025-04-11T00:22:53Z | ALT: 30478 ft | SPD: 468 kt | TEMP: -54 C | FUEL: 59.9%
TIME: 2025-04-11T00:22:53Z | ALT: 29699 ft | SPD: 492 kt | TEMP: -33 C | FUEL: 94.7%
TIME: 2025-04-11T00:22:53Z | ALT: 29448 ft | SPD: 513 kt | TEMP: -45 C | FUEL: 85.6%
TIME: 2025-04-11T00:22:53Z | ALT: 33918 ft | SPD: 485 kt | TEMP: -36 C | FUEL: 91.2%
TIME: 2025-04-11T00:22:53Z | ALT: 39418 ft | SPD: 509 kt | TEMP: -49 C | FUEL: 51.0%
TIME: 2025-04-11T00:22:53Z | ALT: 37373 ft | SPD: 505 kt | TEMP: -52 C | FUEL: 73.4%
TIME: 2025-04-11T00:22:53Z | ALT: 31676 ft | SPD: 482 kt | TEMP: -55 C | FUEL: 71.5%
TIME: 2025-04-11T00:22:53Z | ALT: 38101 ft | SPD: 425 kt | TEMP: -41 C | FUEL: 72.5%
TIME: 2025-04-11T00:22:53Z | ALT: 33925 ft | SPD: 513 kt | TEMP: -52 C | FUEL: 51.7%
TIME: 2025-04-11T00:22:53Z | ALT: 31655 ft | SPD: 494 kt | TEMP: -43 C | FUEL: 33.3%
TIME: 2025-04-11T00:22:53Z | ALT: 29537 ft | SPD: 435 kt | TEMP: -36 C | FUEL: 67.4%
TIME: 2025-04-11T00:22:53Z | ALT: 34235 ft | SPD: 490 kt | TEMP: -47 C | FUEL: 44.3%
TIME: 2025-04-11T00:22:53Z | ALT: 37754 ft | SPD: 511 kt | TEMP: -52 C | FUEL: 73.1%
TIME: 2025-04-11T00:22:53Z | ALT: 39359 ft | SPD: 479 kt | TEMP: -48 C | FUEL: 89.1%
TIME: 2025-04-11T00:22:53Z | ALT: 39898 ft | SPD: 515 kt | TEMP: -43 C | FUEL: 21.3%
TIME: 2025-04-11T00:22:53Z | ALT: 38064 ft | SPD: 513 kt | TEMP: -37 C | FUEL: 80.3%
TIME: 2025-04-11T00:22:53Z | ALT: 37808 ft | SPD: 442 kt | TEMP: -39 C | FUEL: 32.6%
TIME: 2025-04-11T00:22:53Z | ALT: 38594 ft | SPD: 492 kt | TEMP: -43 C | FUEL: 44.9%
TIME: 2025-04-11T00:22:53Z | ALT: 30978 ft | SPD: 461 kt | TEMP: -50 C | FUEL: 54.4%
TIME: 2025-04-11T00:22:53Z | ALT: 40313 ft | SPD: 472 kt | TEMP: -40 C | FUEL: 98.7%
TIME: 2025-04-11T00:22:53Z | ALT: 29340 ft | SPD: 486 kt | TEMP: -45 C | FUEL: 46.4%
TIME: 2025-04-11T00:22:53Z | ALT: 38521 ft | SPD: 462 kt | TEMP: -30 C | FUEL: 84.6%
TIME: 2025-04-11T00:22:53Z | ALT: 37459 ft | SPD: 507 kt | TEMP: -48 C | FUEL: 85.1%
TIME: 2025-04-11T00:22:53Z | ALT: 30259 ft | SPD: 421 kt | TEMP: -32 C | FUEL: 38.8%
TIME: 2025-04-11T00:22:53Z | ALT: 36000 ft | SPD: 427 kt | TEMP: -31 C | FUEL: 22.4%
TIME: 2025-04-11T00:22:53Z | ALT: 38804 ft | SPD: 485 kt | TEMP: -47 C | FUEL: 22.7%
TIME: 2025-04-11T00:22:53Z | ALT: 39748 ft | SPD: 489 kt | TEMP: -34 C | FUEL: 66.5%
TIME: 2025-04-11T00:22:53Z | ALT: 35866 ft | SPD: 469 kt | TEMP: -30 C | FUEL: 57.9%
TIME: 2025-04-11T00:22:53Z | ALT: 39214 ft | SPD: 452 kt | TEMP: -32 C | FUEL: 69.0%
TIME: 2025-04-11T00:22:53Z | ALT: 30604 ft | SPD: 489 kt | TEMP: -33 C | FUEL: 91.0%
TIME: 2025-04-11T00:22:53Z | ALT: 39289 ft | SPD: 437 kt | TEMP: -36 C | FUEL: 88.4%
TIME: 2025-04-11T00:22:53Z | ALT: 36153 ft | SPD: 500 kt | TEMP: -48 C | FUEL: 67.9%
TIME: 2025-04-11T00:22:53Z | ALT: 33986 ft | SPD: 463 kt | TEMP: -51 C | FUEL: 27.6%
TIME: 2025-04-11T00:22:53Z | ALT: 33006 ft | SPD: 514 kt | TEMP: -46 C | FUEL: 61.5%
TIME: 2025-04-11T00:22:53Z | ALT: 29924 ft | SPD: 495 kt | TEMP: -33 C | FUEL: 92.1%
TIME: 2025-04-11T00:22:53Z | ALT: 33716 ft | SPD: 464 kt | TEMP: -39 C | FUEL: 47.7%
TIME: 2025-04-11T00:22:53Z | ALT: 34354 ft | SPD: 497 kt | TEMP: -44 C | FUEL: 25.8%
TIME: 2025-04-11T00:22:53Z | ALT: 33450 ft | SPD: 455 kt | TEMP: -47 C | FUEL: 98.4%
TIME: 2025-04-11T00:22:53Z | ALT: 33725 ft | SPD: 473 kt | TEMP: -32 C | FUEL: 76.0%
TIME: 2025-04-11T00:22:53Z | ALT: 40837 ft | SPD: 506 kt | TEMP: -53 C | FUEL: 42.0%
TIME: 2025-04-11T00:22:53Z | ALT: 33366 ft | SPD: 426 kt | TEMP: -31 C | FUEL: 26.3%
TIME: 2025-04-11T00:22:53Z | ALT: 37360 ft | SPD: 430 kt | TEMP: -46 C | FUEL: 90.2%
TIME: 2025-04-11T00:22:53Z | ALT: 33170 ft | SPD: 459 kt | TEMP: -39 C | FUEL: 63.8%
TIME: 2025-04-11T00:22:53Z | ALT: 33355 ft | SPD: 487 kt | TEMP: -47 C | FUEL: 22.4%
TIME: 2025-04-11T00:22:53Z | ALT: 38589 ft | SPD: 467 kt | TEMP: -35 C | FUEL: 53.7%
TIME: 2025-04-11T00:22:53Z | ALT: 39263 ft | SPD: 520 kt | TEMP: -47 C | FUEL: 49.7%
TIME: 2025-04-11T00:22:53Z | ALT: 36476 ft | SPD: 439 kt | TEMP: -30 C | FUEL: 55.8%
TIME: 2025-04-11T00:22:53Z | ALT: 32430 ft | SPD: 434 kt | TEMP: -48 C | FUEL: 30.4%
TIME: 2025-04-11T00:22:53Z | ALT: 29493 ft | SPD: 444 kt | TEMP: -54 C | FUEL: 71.3%
TIME: 2025-04-11T00:22:53Z | ALT: 31366 ft | SPD: 458 kt | TEMP: -44 C | FUEL: 46.4%
TIME: 2025-04-11T00:22:53Z | ALT: 38136 ft | SPD: 457 kt | TEMP: -55 C | FUEL: 46.7%
TIME: 2025-04-11T00:22:53Z | ALT: 31120 ft | SPD: 493 kt | TEMP: -45 C | FUEL: 46.4%
TIME: 2025-04-11T00:22:53Z | ALT: 36843 ft | SPD: 473 kt | TEMP: -43 C | FUEL: 71.6%
TIME: 2025-04-11T00:22:53Z | ALT: 30270 ft | SPD: 435 kt | TEMP: -40 C | FUEL: 25.3%
TIME: 2025-04-11T00:22:53Z | ALT: 30157 ft | SPD: 491 kt | TEMP: -34 C | FUEL: 89.9%
TIME: 2025-04-11T00:22:53Z | ALT: 30219 ft | SPD: 507 kt | TEMP: -42 C | FUEL: 86.8%
TIME: 2025-04-11T00:22:53Z | ALT: 33317 ft | SPD: 497 kt | TEMP: -52 C | FUEL: 57.2%
TIME: 2025-04-11T00:22:53Z | ALT: 31225 ft | SPD: 473 kt | TEMP: -47 C | FUEL: 33.0%
TIME: 2025-04-11T00:22:53Z | ALT: 31172 ft | SPD: 478 kt | TEMP: -55 C | FUEL: 40.1%
TIME: 2025-04-11T00:22:53Z | ALT: 35573 ft | SPD: 488 kt | TEMP: -49 C | FUEL: 27.4%
TIME: 2025-04-11T00:22:53Z | ALT: 40359 ft | SPD: 422 kt | TEMP: -46 C | FUEL: 91.5%
TIME: 2025-04-11T00:22:53Z | ALT: 35368 ft | SPD: 476 kt | TEMP: -55 C | FUEL: 31.2%
TIME: 2025-04-11T00:22:53Z | ALT: 29175 ft | SPD: 449 kt | TEMP: -55 C | FUEL: 91.4%
TIME: 2025-04-11T00:22:53Z | ALT: 38862 ft | SPD: 499 kt | TEMP: -35 C | FUEL: 66.2%
TIME: 2025-04-11T00:22:53Z | ALT: 30876 ft | SPD: 449 kt | TEMP: -41 C | FUEL: 88.4%
TIME: 2025-04-11T00:22:53Z | ALT: 30533 ft | SPD: 461 kt | TEMP: -39 C | FUEL: 83.2%
TIME: 2025-04-11T00:22:53Z | ALT: 34011 ft | SPD: 456 kt | TEMP: -50 C | FUEL: 83.7%
TIME: 2025-04-11T00:22:53Z | ALT: 34608 ft | SPD: 448 kt | TEMP: -34 C | FUEL: 29.1%
TIME: 2025-04-11T00:22:53Z | ALT: 33386 ft | SPD: 447 kt | TEMP: -39 C | FUEL: 75.1%
TIME: 2025-04-11T00:22:53Z | ALT: 30836 ft | SPD: 490 kt | TEMP: -31 C | FUEL: 82.7%
TIME: 2025-04-11T00:22:53Z | ALT: 39535 ft | SPD: 431 kt | TEMP: -46 C | FUEL: 37.0%
TIME: 2025-04-11T00:22:53Z | ALT: 34513 ft | SPD: 507 kt | TEMP: -53 C | FUEL: 26.3%
TIME: 2025-04-11T00:22:53Z | ALT: 31989 ft | SPD: 430 kt | TEMP: -48 C | FUEL: 55.9%
TIME: 2025-04-11T00:22:53Z | ALT: 31180 ft | SPD: 497 kt | TEMP: -46 C | FUEL: 75.9%
TIME: 2025-04-11T00:22:53Z | ALT: 29435 ft | SPD: 514 kt | TEMP: -53 C | FUEL: 51.1%
TIME: 2025-04-11T00:22:53Z | ALT: 36877 ft | SPD: 517 kt | TEMP: -46 C | FUEL: 76.6%
TIME: 2025-04-11T00:22:53Z | ALT: 32998 ft | SPD: 453 kt | TEMP: -50 C | FUEL: 83.5%
TIME: 2025-04-11T00:22:53Z | ALT: 30729 ft | SPD: 464 kt | TEMP: -48 C | FUEL: 77.5%
TIME: 2025-04-11T00:22:53Z | ALT: 30734 ft | SPD: 437 kt | TEMP: -32 C | FUEL: 60.6%
TIME: 2025-04-11T00:22:53Z | ALT: 34589 ft | SPD: 442 kt | TEMP: -47 C | FUEL: 85.9%
TIME: 2025-04-11T00:22:53Z | ALT: 36630 ft | SPD: 421 kt | TEMP: -53 C | FUEL: 36.6%
TIME: 2025-04-11T00:22:53Z | ALT: 30599 ft | SPD: 504 kt | TEMP: -49 C | FUEL: 34.6%
TIME: 2025-04-11T00:22:53Z | ALT: 30318 ft | SPD: 446 kt | TEMP: -38 C | FUEL: 44.1%
TIME: 2025-04-11T00:22:53Z | ALT: 40746 ft | SPD: 497 kt | TEMP: -31 C | FUEL: 26.8%
TIME: 2025-04-11T00:22:53Z | ALT: 37987 ft | SPD: 506 kt | TEMP: -44 C | FUEL: 89.8%
TIME: 2025-04-11T00:22:53Z | ALT: 30852 ft | SPD: 425 kt | TEMP: -45 C | FUEL: 61.2%
TIME: 2025-04-11T00:22:53Z | ALT: 29694 ft | SPD: 462 kt | TEMP: -41 C | FUEL: 27.9%
TIME: 2025-04-11T00:22:53Z | ALT: 37652 ft | SPD: 449 kt | TEMP: -52 C | FUEL: 91.6%
TIME: 2025-04-11T00:22:53Z | ALT: 31438 ft | SPD: 441 kt | TEMP: -46 C | FUEL: 87.0%
TIME: 2025-04-11T00:22:53Z | ALT: 29950 ft | SPD: 471 kt | TEMP: -50 C | FUEL: 29.5%
TIME: 2025-04-11T00:22:53Z | ALT: 35457 ft | SPD: 436 kt | TEMP: -45 C | FUEL: 27.1%
TIME: 2025-04-11T00:22:53Z | ALT: 36584 ft | SPD: 444 kt | TEMP: -49 C | FUEL: 58.2%
TIME: 2025-04-11T00:22:53Z | ALT: 38333 ft | SPD: 432 kt | TEMP: -46 C | FUEL: 29.6%
TIME: 2025-04-11T00:22:53Z | ALT: 33974 ft | SPD: 485 kt | TEMP: -30 C | FUEL: 68.7%
TIME: 2025-04-11T00:22:53Z | ALT: 33200 ft | SPD: 478 kt | TEMP: -44 C | FUEL: 86.9%
TIME: 2025-04-11T00:22:53Z | ALT: 36647 ft | SPD: 430 kt | TEMP: -52 C | FUEL: 35.8%
TIME: 2025-04-11T00:22:53Z | ALT: 37524 ft | SPD: 422 kt | TEMP: -50 C | FUEL: 32.8%
